ID,REF_DATE,GEO,DGUID,Type of product,Type of storage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
6290,1984-07,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
6291,1984-07,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
6292,1984-07,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
6293,1984-07,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,0,,,,0
6294,1984-07,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6295,1984-07,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6296,1984-07,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
6297,1984-07,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
6298,1984-07,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,0,,,,0
6299,1984-07,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6300,1984-07,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
6301,1984-07,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
6302,1984-07,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
6303,1984-07,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,0,,,,0
6304,1984-07,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6305,1984-07,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
6306,1984-07,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
6307,1984-07,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
6308,1984-07,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,0,,,,0
6309,1984-07,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6310,1984-07,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
6311,1984-07,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
6312,1984-07,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6313,1984-07,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,0,,,,0
6314,1984-07,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6315,1984-07,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6316,1984-07,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6317,1984-07,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6318,1984-07,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
6319,1984-07,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6320,1984-07,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
6321,1984-07,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
6322,1984-07,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
6323,1984-07,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
6324,1984-07,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6325,1984-07,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
6326,1984-07,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
6327,1984-07,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
6328,1984-07,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,0,,,,0
6329,1984-08,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,,x,,,0
6330,1984-08,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
6331,1984-08,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
6332,1984-08,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
6333,1984-08,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,0,,,,0
6334,1984-08,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6335,1984-08,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6336,1984-08,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
6337,1984-08,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
6338,1984-08,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,0,,,,0
6339,1984-08,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6340,1984-08,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
6341,1984-08,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
6342,1984-08,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
6343,1984-08,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,0,,,,0
6344,1984-08,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6345,1984-08,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
6346,1984-08,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
6347,1984-08,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
6348,1984-08,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,0,,,,0
6349,1984-08,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6350,1984-08,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
6351,1984-08,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
6352,1984-08,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6353,1984-08,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,0,,,,0
6354,1984-08,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6355,1984-08,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6356,1984-08,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6357,1984-08,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6358,1984-08,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
6359,1984-08,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6360,1984-08,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
6361,1984-08,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
6362,1984-08,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
6363,1984-08,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
6364,1984-08,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6365,1984-08,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
6366,1984-08,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
6367,1984-08,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
6368,1984-08,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,0,,,,0
6369,1984-09,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,,x,,,0
6370,1984-09,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
6371,1984-09,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
6372,1984-09,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
6373,1984-09,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,0,,,,0
6374,1984-09,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6375,1984-09,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6376,1984-09,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
6377,1984-09,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
6378,1984-09,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,0,,,,0
6379,1984-09,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6380,1984-09,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
6381,1984-09,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
6382,1984-09,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
6383,1984-09,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,0,,,,0
6384,1984-09,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6385,1984-09,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
6386,1984-09,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
6387,1984-09,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
6388,1984-09,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,0,,,,0
6389,1984-09,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6390,1984-09,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
6391,1984-09,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
6392,1984-09,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6393,1984-09,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,0,,,,0
6394,1984-09,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6395,1984-09,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6396,1984-09,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6397,1984-09,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6398,1984-09,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
6399,1984-09,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6400,1984-09,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
6401,1984-09,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
6402,1984-09,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
6403,1984-09,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
6404,1984-09,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6405,1984-09,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
6406,1984-09,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
6407,1984-09,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
6408,1984-09,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,0,,,,0
6409,1984-10,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,,x,,,0
6410,1984-10,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
6411,1984-10,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
6412,1984-10,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
6413,1984-10,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,0,,,,0
6414,1984-10,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6415,1984-10,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6416,1984-10,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
6417,1984-10,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
6418,1984-10,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,0,,,,0
6419,1984-10,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6420,1984-10,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
6421,1984-10,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
6422,1984-10,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
6423,1984-10,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,0,,,,0
6424,1984-10,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6425,1984-10,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
6426,1984-10,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
6427,1984-10,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
6428,1984-10,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,0,,,,0
6429,1984-10,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6430,1984-10,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
6431,1984-10,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
6432,1984-10,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6433,1984-10,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,0,,,,0
6434,1984-10,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6435,1984-10,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6436,1984-10,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6437,1984-10,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6438,1984-10,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
6439,1984-10,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6440,1984-10,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
6441,1984-10,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
6442,1984-10,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
6443,1984-10,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
6444,1984-10,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6445,1984-10,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
6446,1984-10,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
6447,1984-10,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
6448,1984-10,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,0,,,,0
6449,1984-11,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,,x,,,0
6450,1984-11,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,98352,,,,0
6451,1984-11,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,126174,,,,0
6452,1984-11,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,20913,,,,0
6453,1984-11,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,58108,,,,0
6454,1984-11,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6455,1984-11,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6456,1984-11,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,3656,,,,0
6457,1984-11,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,1149,,,,0
6458,1984-11,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,3550,,,,0
6459,1984-11,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6460,1984-11,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,23077,,,,0
6461,1984-11,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,47987,,,,0
6462,1984-11,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,12641,,,,0
6463,1984-11,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,12717,,,,0
6464,1984-11,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6465,1984-11,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,67393,,,,0
6466,1984-11,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,70074,,,,0
6467,1984-11,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,3860,,,,0
6468,1984-11,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,36855,,,,0
6469,1984-11,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6470,1984-11,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,2903,,,,0
6471,1984-11,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,1325,,,,0
6472,1984-11,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6473,1984-11,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,521,,,,0
6474,1984-11,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6475,1984-11,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6476,1984-11,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6477,1984-11,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6478,1984-11,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,68,,,,0
6479,1984-11,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6480,1984-11,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,1089,,,,0
6481,1984-11,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,2177,,,,0
6482,1984-11,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,676,,,,0
6483,1984-11,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,445,,,,0
6484,1984-11,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6485,1984-11,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,3890,,,,0
6486,1984-11,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,955,,,,0
6487,1984-11,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,2587,,,,0
6488,1984-11,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,3952,,,,0
6489,1984-12,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,,x,,,0
6490,1984-12,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,90388,,,,0
6491,1984-12,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,114546,,,,0
6492,1984-12,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,40098,,,,0
6493,1984-12,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,52220,,,,0
6494,1984-12,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,,x,,,0
6495,1984-12,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
6496,1984-12,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,3734,,,,0
6497,1984-12,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,4891,,,,0
6498,1984-12,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,5840,,,,0
6499,1984-12,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,,x,,,0
6500,1984-12,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,24212,,,,0
6501,1984-12,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,44680,,,,0
6502,1984-12,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,21652,,,,0
6503,1984-12,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,10985,,,,0
6504,1984-12,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,,x,,,0
6505,1984-12,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,59287,,,,0
6506,1984-12,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,62967,,,,0
6507,1984-12,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,8905,,,,0
6508,1984-12,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,33203,,,,0
6509,1984-12,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,,x,,,0
6510,1984-12,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,2062,,,,0
6511,1984-12,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,1000,,,,0
6512,1984-12,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
6513,1984-12,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,394,,,,0
6514,1984-12,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,,x,,,0
6515,1984-12,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
6516,1984-12,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
6517,1984-12,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
6518,1984-12,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,68,,,,0
6519,1984-12,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,,x,,,0
6520,1984-12,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,907,,,,0
6521,1984-12,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,1315,,,,0
6522,1984-12,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,355,,,,0
6523,1984-12,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,132,,,,0
6524,1984-12,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,,x,,,0
6525,1984-12,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,3920,,,,0
